type,id,locator,portuguese_source,english_applied,reviewed_english,brand,keywords,search_text,notes
food,4cb8f86e-20f4-596e-9c50-88c20078269a,,"Bacalhau seco e salgado, demolhado cru",Raw Soaked Dried Salted Cod,,,"[""bacalhau"",""cod"",""seco"",""dried"",""salgado"",""salted"",""demolhado"",""cru"",""raw"",""soaked""]",raw soaked dried salted cod raw soaked dried salted cod salgado demolhado,
food,abbaeef2-4676-5f71-9f24-3c1a52be9944,,Bacalhau à Brás,Bacalhau A Bras,Salt Cod à Brás,,"[""bacalhau"",""cod"",""brás"",""bras""]",bacalhau a bras bacalhau bras cod,
food,61e179c6-ea63-582f-b5e8-8c3bab551776,,Bacalhau à Brás com azeite,Bacalhau A Bras Olive Oil,Salt Cod à Brás Olive Oil,,"[""bacalhau"",""cod"",""brás"",""bras"",""azeite"",""olive"",""oil""]",bacalhau a bras olive oil bacalhau bras olive oil cod,
food,1f8a02ad-0ed3-5edc-ae2c-cc31b9959ee2,,Bacalhau à Brás com azeite e azeitonas,Bacalhau A Bras Olive Oil Olives,Salt Cod à Brás Olive Oil Olives,,"[""bacalhau"",""cod"",""brás"",""bras"",""azeite"",""olive"",""oil"",""azeitonas"",""azeitona"",""olives""]",bacalhau a bras olive oil olives bacalhau bras olive oil olives cod azeitonas azeitona,
food,e5df9309-f176-55ce-9854-10211fc72c1d,,Bacalhau à Gomes de Sá,Bacalhau A Gomes De Sa,Salt Cod A Gomes De Sa,,"[""bacalhau"",""cod"",""gomes"",""gome"",""de"",""sa""]",bacalhau a gomes de sa bacalhau gomes de sa cod gome,
food,587af921-94f5-5422-8918-d32ad65856e1,,"Bacalhau à Gomes de Sá, com azeite",Bacalhau A Gomes De Sa Olive Oil,Salt Cod A Gomes De Sa Olive Oil,,"[""bacalhau"",""cod"",""gomes"",""gome"",""azeite"",""olive"",""oil"",""de"",""sa""]",bacalhau a gomes de sa olive oil bacalhau gomes de sa olive oil cod gome,
food,3ad439ad-f889-5fdc-90f1-b74141c773e6,,Bacon,Bacon,,,"[""bacon""]",bacon bacon,
food,359339e0-099f-5dfa-9d00-92c5bfd9cfbd,,"Bacon, grelhado sem adição de sal",Bacon Grilled without Added Salt,"Bacon, Grilled without Added Salt",,"[""bacon"",""grelhado"",""grilled"",""sal"",""salt"",""without"",""added""]",bacon grilled without added salt bacon grilled without added salt,
food,794d4495-4708-5a97-8d3c-1a97946ab44d,,Bagas goji secas,Bagas Goji Secas,"Berries Goji, Dried",,"[""bagas"",""baga"",""goji"",""secas"",""seca""]",bagas goji secas bagas goji secas baga,
food,665ef63a-20d7-5f5c-882a-6a4ff3b4aeb5,,Banana,Banana,,,"[""fruta"",""fruit"",""bananas"",""banana""]",banana banana bananas,
food,7a2755b9-dfd9-50ff-b6b1-8b0d10dc9669,,Banha de porco,Lard Pork,,,"[""banha"",""porco"",""pork"",""lard""]",lard pork lard pork banha,
food,d49417f8-8d17-5703-a993-3b7f7b0c39e5,,Base em pó para bebida de ananás,Pineapple Drink Powder,,,"[""bebida"",""drink"",""beverage"",""ananás"",""ananas"",""ananá"",""pineapple"",""powder""]",pineapple drink powder pineapple drink powder bebida beverage,
food,8c461017-f94c-53e2-849f-a67a3846e9d6,,Base em pó para bebida de laranja,Orange Drink Powder,,,"[""bebida"",""drink"",""beverage"",""laranja"",""orange"",""powder""]",orange drink powder orange drink powder bebida beverage,
food,e0da5648-f8a3-58c4-b27b-14400f7f8566,,"Batata assada com pele, sem sal (só a polpa)",Potato Roasted with Skin Salt (so Polpa),"Potato, Roasted with Skin, Unsalted (Flesh Only)",,"[""batata"",""potato"",""assada"",""roasted"",""pele"",""sal"",""salt"",""with"",""skin"",""so"",""polpa""]",potato roasted with skin salt so polpa potato roasted with skin salt so polpa pele,
food,fcd92511-f158-547b-83f7-ba6a6285044c,,Batata assada no forno,Potato Roasted Forno,Potato Roasted Oven,,"[""batata"",""potato"",""assada"",""roasted"",""forno""]",potato roasted forno potato roasted forno,
food,04007837-0f63-53c8-b107-c19057c55d5f,,Batata cozida,Potato Cooked,"Potato, Cooked",,"[""batata"",""potato"",""cozida"",""cooked"",""boiled""]",potato cooked potato cooked,
food,7f86c7d5-b849-5874-8c0f-4f98752dc05a,,Batata crua,Potato Raw,"Potato, Raw",,"[""batata"",""batatas"",""potato"",""potatoes"",""raw"",""crua"",""legume"",""vegetable""]",potato raw potato raw potatoes,
food,c026b0c4-e8ca-5a5d-ab95-f95b2d9a2348,,Batata Doce,Sweet Potato,,,"[""batatas"",""doces"",""sweet"",""potatoes"",""batata"",""doce"",""potato"",""legume"",""vegetable""]",sweet potato sweet potato doces potatoes,
food,e3c5e204-e13f-5770-bdc6-e9c9e7e80581,,Batata doce assada,Baked Sweet Potato,,,"[""batata"",""potato"",""doce"",""sweet"",""assada"",""roasted"",""baked""]",baked sweet potato baked sweet potato,
food,9e4f8ed2-702b-54dc-b983-c57db16a5502,,Batata doce crua,Raw Sweet Potato,,,"[""batata"",""batatas"",""doce"",""doces"",""sweet"",""potato"",""potatoes"",""raw"",""crua"",""legume"",""vegetable""]",raw sweet potato raw sweet potato doces potatoes,
food,fbdd52aa-861a-5115-8153-e9a016bed1ed,,"Batata estufada com cebola, azeite e óleo alimentar",Potato Stewed Onion Olive Oil Cooking Oil,,,"[""batata"",""potato"",""estufada"",""stewed"",""cebola"",""onion"",""azeite"",""olive"",""oil"",""óleo"",""oleo"",""alimentar"",""cooking""]",potato stewed onion olive oil cooking oil potato stewed onion olive oil cooking estufada oleo alimentar,
food,0b404b0a-6e8b-55cf-8840-cd85b35c965b,,Batata frita caseira (em palitos),Potato Fried Caseira (palitos),"Potato Fried, Homemade (Strips)",,"[""batata"",""potato"",""frita"",""fried"",""caseira"",""palitos"",""palito""]",potato fried caseira palitos potato fried caseira palitos frita palito,
food,b8edda5f-6e88-5d6f-ad7c-30a79c5ccf6b,,"Batata frita, de pacote (em rodelas)",Potato Fried Pacote (rodelas),,,"[""batata"",""potato"",""frita"",""fried"",""pacote"",""rodelas"",""rodela""]",potato fried pacote rodelas potato fried pacote rodelas frita rodela,
food,2f97dfe3-7125-567a-9f96-d2a189109522,,"Batata, fécula",Potato Fecula,,,"[""batata"",""potato"",""fécula"",""fecula""]",potato fecula potato fecula,
food,37300456-a352-5558-ad39-7955e618aefe,,Batatas,Potatoes,,,"[""batatas"",""potatoes"",""batata""]",potatoes potatoes,
food,4b3f6158-a73a-56c1-9e92-16627109d7c0,,Batatas assadas,Baked Potatoes,,,"[""batatas"",""assadas"",""roasted"",""potatoes"",""batata"",""assada"",""baked""]",baked potatoes baked potatoes,
food,dbed10de-9a90-5845-af7a-32ce82feaeab,,Batatas cozidas,Boiled Potatoes,,,"[""batatas"",""cozidas"",""baked"",""potatoes"",""batata"",""cozida"",""cooked"",""boiled""]",boiled potatoes boiled potatoes,
food,83bd4e14-661a-506c-b444-f581e2747b36,,Batatas fritas,French Fries,,,"[""batatas"",""fritas"",""deep"",""fried"",""potatoes"",""french"",""fries"",""batata"",""frita""]",french fries french fries deep potatoes frita,
food,069597c2-058b-5dfb-b998-bdc519940f5a,,Baço de porco,Baco Pork,Spleen Pork,,"[""baço"",""baco"",""porco"",""pork""]",baco pork baco pork,
food,13f0a7ad-8871-5b68-bdd9-9e4d7053d089,,"Bebida refrigerante, cola",Cola Soft Drink,,,"[""bebida"",""drink"",""beverage"",""refrigerante"",""soda"",""soft"",""cola""]",cola soft drink cola soft drink bebida beverage refrigerante soda,
food,83d6400c-f574-595f-8195-1cdcd10d9e21,,"Bebida refrigerante, cola sem açúcar",Sugar-Free Cola Soft Drink,,,"[""bebida"",""drink"",""beverage"",""refrigerante"",""soda"",""soft"",""cola"",""açúcar"",""acucar"",""sugar"",""free""]",sugar free cola soft drink sugar free cola soft drink bebida beverage refrigerante soda,
food,583895cf-be36-5940-bb9d-ed96aa90f4df,,"Bebida refrigerante, gasosa",Lemon-Lime Soft Drink,,,"[""bebida"",""drink"",""beverage"",""refrigerante"",""soda"",""soft"",""gasosa"",""lemon"",""lime""]",lemon lime soft drink lemon lime soft drink bebida beverage refrigerante soda gasosa,
food,63a6d814-cbfe-5045-95e6-201512c963b1,,"Bebida refrigerante, laranja",Orange Soft Drink,,,"[""bebida"",""drink"",""beverage"",""refrigerante"",""soda"",""soft"",""laranja"",""orange""]",orange soft drink orange soft drink bebida beverage refrigerante soda,
food,f7ea6589-7a34-52ea-97cf-c91788695592,,"Bebida à base de soja com açúcar, com cálcio, sal e aromas",Soy Drink Sweetened with Calcium with Salt Flavoured,"Soy Drink, Sweetened with Calcium with Salt Flavoured",,"[""bebida"",""drink"",""beverage"",""soja"",""soy"",""açúcar"",""acucar"",""sugar"",""cálcio"",""calcio"",""sal"",""salt"",""aromas"",""aroma"",""sweetened"",""with"",""calcium"",""flavoured""]",soy drink sweetened with calcium with salt flavoured soy drink sweetened with calcium salt flavoured bebida beverage aromas aroma,
food,23dc2c7d-020e-58af-91fd-a72a000f44be,,"Bebida à base de soja com açúcar, sal e aromas",Soy Drink Sweetened with Salt Flavoured,"Soy Drink, Sweetened with Salt Flavoured",,"[""bebida"",""drink"",""beverage"",""soja"",""soy"",""açúcar"",""acucar"",""sugar"",""sal"",""salt"",""aromas"",""aroma"",""sweetened"",""with"",""flavoured""]",soy drink sweetened with salt flavoured soy drink sweetened with salt flavoured bebida beverage aromas aroma,
food,7ef40ef1-0652-5a87-9225-8db8f8cd3a25,,"Bebida à base de soja natural, sem açúcar e sem sal",Soy Drink Unsweetened and Unsalted,,,"[""bebida"",""drink"",""beverage"",""soja"",""soy"",""açúcar"",""acucar"",""sugar"",""sal"",""salt"",""unsweetened"",""and"",""unsalted""]",soy drink unsweetened and unsalted soy drink unsweetened and unsalted bebida beverage,
food,dcd18433-dbfe-5636-b148-84042c0815ed,,Beldroega crua,Beldroega Raw,"Beldroega, Raw",,"[""beldroega"",""crua"",""raw""]",beldroega raw beldroega raw,
food,922291f5-f92f-5835-90ac-6ccf40b38984,,Berbigão aberto ao natural sem sal,Berbigao Aberto Natural Salt,"Cockle Opened Natural, Unsalted",,"[""berbigão"",""berbigao"",""aberto"",""sal"",""salt"",""natural""]",berbigao aberto natural salt berbigao aberto natural salt,
food,53d909e5-04dc-5ba0-b726-c9215721eabf,,Berbigão cru,Berbigao Raw,"Cockle, Raw",,"[""berbigão"",""berbigao"",""cru"",""raw""]",berbigao raw berbigao raw,
food,f2d2aa57-f0aa-56a1-8a26-339f4ca7930d,,Beringela,Eggplant,,,"[""beringela"",""eggplant"",""aubergine""]",eggplant eggplant beringela aubergine,
food,cb74d923-b970-52d1-89db-114f955b88f0,,Beringela crua,Eggplant Raw,"Eggplant, Raw",,"[""beringela"",""beringelas"",""eggplant"",""aubergine"",""raw"",""crua"",""legume"",""vegetable""]",eggplant raw eggplant raw beringela beringelas aubergine,
food,96825495-17b5-5bf8-a4b0-3438b1a1a8f1,,Beringela grelhada com azeite,Eggplant Grilled Olive Oil,,,"[""beringela"",""eggplant"",""aubergine"",""grelhada"",""grilled"",""azeite"",""olive"",""oil""]",eggplant grilled olive oil eggplant grilled olive oil beringela aubergine,
food,22e02480-12eb-546c-a1fe-6c710a13158c,,Besugo cru,Besugo Raw,"Atlantic Seabream, Raw",,"[""besugo"",""cru"",""raw""]",besugo raw besugo raw,
food,4359fefe-dd92-58b7-8950-1588bf719913,,Beterraba,Beterraba,Beetroot,,"[""beterraba"",""beet"",""beetroot""]",beterraba beterraba beet beetroot,
food,50257736-96c3-5d43-bb0d-a394e6990788,,Beterraba (raiz) cozida sem sal,Beterraba (raiz) Cooked Salt,"Beetroot (Root) Cooked, Unsalted",,"[""beterraba"",""beetroot"",""beet"",""raiz"",""cozida"",""cooked"",""boiled"",""sal"",""salt""]",beterraba raiz cooked salt beterraba raiz cooked salt beetroot beet,
food,b717157a-4c20-5fb1-accc-9f914ae15b06,,Beterraba (raiz) crua,Beterraba (raiz) Raw,"Beetroot (Root), Raw",,"[""beterraba"",""beetroot"",""beet"",""raiz"",""crua"",""raw""]",beterraba raiz raw beterraba raiz raw beetroot beet,
food,5341c893-df9a-5649-828d-422cc6c05cd7,,"Bife de atum fresco, estufado com azeite e vinho",Steak Tuna Fresh Stewed Olive Oil Wine,,,"[""bife"",""steak"",""atum"",""tuna"",""fresco"",""estufado"",""stewed"",""azeite"",""olive"",""oil"",""vinho"",""wine"",""fresh""]",steak tuna fresh stewed olive oil wine steak tuna fresh stewed olive oil wine bife estufado,
food,24a059f7-1e3a-5785-b63b-6227919a0211,,"Bife de cavalo, alcatra crua",Steak Cavalo Alcatra Raw,"Steak Horse Rump, Raw",,"[""bife"",""steak"",""cavalo"",""alcatra"",""crua"",""raw""]",steak cavalo alcatra raw steak cavalo alcatra raw bife,
food,1313a8a3-9e4e-5d65-9873-044166508804,,"Bife de cavalo, alcatra frita com manteiga",Steak Cavalo Alcatra Fried Butter,Steak Horse Rump Fried Butter,,"[""bife"",""steak"",""cavalo"",""alcatra"",""frita"",""fried"",""manteiga"",""butter""]",steak cavalo alcatra fried butter steak cavalo alcatra fried butter bife frita,
food,29051e0c-d0ff-5116-b846-73a3b157da13,,"Bife de cavalo, alcatra frita com margarina",Steak Cavalo Alcatra Fried Margarine,Steak Horse Rump Fried Margarine,,"[""bife"",""steak"",""cavalo"",""alcatra"",""frita"",""fried"",""margarina"",""margarine""]",steak cavalo alcatra fried margarine steak cavalo alcatra fried margarine bife frita margarina,
food,06065b1e-4bec-5f11-bd97-4d7925cd2702,,"Bife de cavalo, alcatra frita, sem molho",Steak Cavalo Alcatra Fried Sauce,"Steak Horse Rump, Fried without Sauce",,"[""bife"",""steak"",""cavalo"",""alcatra"",""frita"",""fried"",""molho"",""sauce""]",steak cavalo alcatra fried sauce steak cavalo alcatra fried sauce bife frita,
food,6f65b2bb-4b7e-5505-b0ae-dc7caa3e206c,,"Bife de espadarte, estufado com azeite e vinho",Steak Swordfish Stewed Olive Oil Wine,,,"[""bife"",""steak"",""espadarte"",""estufado"",""stewed"",""azeite"",""olive"",""oil"",""vinho"",""wine"",""swordfish""]",steak swordfish stewed olive oil wine steak swordfish stewed olive oil wine bife espadarte estufado,
food,a7b6a6a7-2975-595e-bd81-60e36a495876,,Bife de porco grelhado,Steak Pork Grilled,"Steak Pork, Grilled",,"[""bife"",""steak"",""porco"",""pork"",""grelhado"",""grilled""]",steak pork grilled steak pork grilled bife,
food,becb1ce2-81e9-552f-a760-496c4f32e6b2,,"Bife de vaca (valor médio de acém, alcatra e lombo) cru","Raw Beef Steak, Average of Chuck, Rump and Loin",,,"[""bife"",""steak"",""vaca"",""beef"",""valor"",""acém"",""acem"",""alcatra"",""lombo"",""loin"",""cru"",""raw"",""average"",""of"",""chuck"",""rump"",""and""]",raw beef steak average of chuck rump and loin raw beef steak average of chuck rump and loin bife vaca valor acem alcatra lombo,
food,c36e879a-b077-5c03-be2a-24605206b2b1,,"Bife de vaca (valor médio de acém, alcatra e lombo) frito com manteiga","Fried Beef Steak, Average of Chuck, Rump and Loin with Butter",,,"[""bife"",""steak"",""vaca"",""beef"",""valor"",""acém"",""acem"",""alcatra"",""lombo"",""loin"",""frito"",""fried"",""manteiga"",""butter"",""average"",""of"",""chuck"",""rump"",""and"",""with""]",fried beef steak average of chuck rump and loin with butter fried beef steak average of chuck rump and loin with butter bife vaca valor acem alcatra lombo,
food,ac853583-943c-5001-9e36-2af0efb96337,,"Bife de vaca (valor médio de acém, alcatra e lombo) frito, sem molho","Fried Beef Steak, Average of Chuck, Rump and Loin without Sauce",,,"[""bife"",""steak"",""vaca"",""beef"",""valor"",""acém"",""acem"",""alcatra"",""lombo"",""loin"",""frito"",""fried"",""molho"",""sauce"",""average"",""of"",""chuck"",""rump"",""and"",""without""]",fried beef steak average of chuck rump and loin without sauce fried beef steak average of chuck rump and loin without sauce bife vaca valor acem alcatra lombo,
food,4328d427-1511-5171-b58f-73e8392eaa2a,,"Bife de vaca (valor médio de acém, alcatra e lombo) grelhado","Grilled Beef Steak, Average of Chuck, Rump and Loin",,,"[""bife"",""steak"",""vaca"",""beef"",""valor"",""acém"",""acem"",""alcatra"",""lombo"",""loin"",""grelhado"",""grilled"",""average"",""of"",""chuck"",""rump"",""and""]",grilled beef steak average of chuck rump and loin grilled beef steak average of chuck rump and loin bife vaca valor acem alcatra lombo,
food,67792170-0c57-5081-b45c-b9921a9710c2,,Bife de vaca com ovo a cavalo com banha,Beef Steak with Fried Egg and Lard,,,"[""bife"",""steak"",""vaca"",""beef"",""ovo"",""egg"",""cavalo"",""banha"",""with"",""fried"",""and"",""lard""]",beef steak with fried egg and lard beef steak with fried egg and lard bife vaca cavalo banha,
food,2761e29f-636b-5792-beb5-a309272a3cff,,Bife de vaca com ovo a cavalo com manteiga,Beef Steak with Fried Egg and Butter,,,"[""bife"",""steak"",""vaca"",""beef"",""ovo"",""egg"",""cavalo"",""manteiga"",""butter"",""with"",""fried"",""and""]",beef steak with fried egg and butter beef steak with fried egg and butter bife vaca cavalo,
food,4c9f5259-42e8-5323-9af8-9ddb6c7348f8,,Bife de vaca à café,Beef Steak with Coffee Sauce,,,"[""bife"",""steak"",""vaca"",""beef"",""café"",""cafe"",""coffee"",""with"",""sauce""]",beef steak with coffee sauce beef steak with coffee sauce bife vaca cafe,
food,e48a8449-3dc7-5f3a-893d-b7fcae9eef83,,Bife de vaca à Marrare com manteiga,Marrare Beef Steak with Butter,,,"[""bife"",""steak"",""vaca"",""beef"",""marrare"",""manteiga"",""butter"",""with""]",marrare beef steak with butter marrare beef steak with butter bife vaca,
food,31756535-d419-5fee-9d50-2eb4fde066b9,,Bife de vaca à Marrare com margarina,Marrare Beef Steak with Margarine,,,"[""bife"",""steak"",""vaca"",""beef"",""marrare"",""margarina"",""margarine"",""with""]",marrare beef steak with margarine marrare beef steak with margarine bife vaca margarina,
food,1ed43414-b9b5-5321-a982-df4fa901c204,,Bife de vitela cru,Steak Veal Raw,"Steak Veal, Raw",,"[""bife"",""steak"",""vitela"",""veal"",""cru"",""raw""]",steak veal raw steak veal raw bife vitela,
food,829f422e-e235-5300-b9e2-4cd8abf4223e,,Bife de vitela frito,Steak Veal Fried,"Steak Veal, Fried",,"[""bife"",""steak"",""vitela"",""veal"",""frito"",""fried""]",steak veal fried steak veal fried bife vitela,
food,b16fb782-0d44-5893-862d-bae406aca793,,Biscoitos caseiros,Biscoitos Caseiros,Homemade Biscuits,,"[""biscoitos"",""biscoito"",""biscuits"",""cookies"",""caseiros"",""caseiro""]",biscoitos caseiros biscoitos caseiros biscoito biscuits cookies caseiro,
food,2821c2ed-727e-5f76-bd6a-56a786302350,,Biscoitos limão,Biscoitos Lemon,Biscuits Lemon,,"[""biscoitos"",""biscoito"",""biscuits"",""cookies"",""limão"",""limao"",""lemon""]",biscoitos lemon biscoitos lemon biscoito biscuits cookies,
food,ebd0d93b-711e-57c2-872b-e580c15ff944,,"Biscoitos, argolas",Biscoitos Argolas,Ring Biscuits,,"[""biscoitos"",""biscoito"",""biscuits"",""cookies"",""argolas"",""argola""]",biscoitos argolas biscoitos argolas biscoito biscuits cookies argola,
food,aeaeb2a5-e8f7-55f6-9e3c-8f0266dfc68b,,"Biscoitos, línguas de gato",Biscoitos Linguas Gato,Cat's Tongue Biscuits,,"[""biscoitos"",""biscoito"",""biscuits"",""cookies"",""línguas"",""linguas"",""língua"",""gato"",""lingua""]",biscoitos linguas gato biscoitos linguas gato biscoito biscuits cookies lingua,
food,3eacb554-8779-54cb-b48a-da8840e320a5,,"Biscoitos, línguas de veado",Biscoitos Linguas Veado,Deer Tongue Biscuits,,"[""biscoitos"",""biscoito"",""biscuits"",""cookies"",""línguas"",""linguas"",""língua"",""veado"",""lingua""]",biscoitos linguas veado biscoitos linguas veado biscoito biscuits cookies lingua,
food,e13ef54d-ad75-5c53-87cc-101b6a9e3245,,"Biscoitos, palitos la Reine",Biscoitos Palitos La Reine,Biscuits Palitos La Reine,,"[""biscoitos"",""biscoito"",""biscuits"",""cookies"",""palitos"",""palito"",""reine"",""la""]",biscoitos palitos la reine biscoitos palitos la reine biscoito biscuits cookies palito,
food,2e6ca910-743f-5f7b-a698-7295f71293a0,,Bola de Berlim sem creme,Berliner without Cream,,,"[""bola"",""berlim"",""creme"",""cream"",""berliner"",""without""]",berliner without cream berliner without cream bola berlim creme,
food,82b2c0b0-9269-5367-8ca2-2c36bbf7dad5,,Bolacha aveia,Oat Cookies,,,"[""bolacha"",""cookie"",""biscuit"",""aveia"",""oat"",""cookies""]",oat cookies oat cookies cookie biscuit,
food,761bc397-b6f5-54ed-b912-44df06fa84d1,,Bolacha Belga,Belgian Cookies,,,"[""bolacha"",""cookie"",""biscuit"",""belga"",""belgian"",""cookies""]",belgian cookies belgian cookies cookie biscuit belga,
food,640c5536-1eec-510a-af69-5ac39fff30cc,,Bolacha chocolate,Chocolate Cookies,,,"[""bolacha"",""cookie"",""biscuit"",""chocolate"",""cookies""]",chocolate cookies chocolate cookies cookie biscuit,
food,07dea562-18b1-54f3-bab0-f506a543ccb9,,Bolacha Cream Cracker,Cream Crackers,,,"[""bolacha"",""cookie"",""biscuit"",""cream"",""cracker"",""crackers""]",cream crackers cream crackers cookie biscuit cracker,
